centroid_x_norm,centroid_y_norm,spread_x,spread_y,elongation_ratio,entropy,peak_ratio,coverage_ratio,grid_cell_0,grid_cell_1,grid_cell_2,grid_cell_3,grid_cell_4,grid_cell_5,grid_cell_6,grid_cell_7,grid_cell_8,grid_cell_9,grid_cell_10,grid_cell_11,grid_cell_12,grid_cell_13,grid_cell_14,grid_cell_15,grid_cell_16,grid_cell_17,grid_cell_18,grid_cell_19,grid_cell_20,grid_cell_21,grid_cell_22,grid_cell_23,grid_cell_24,grid_cell_25,grid_cell_26,grid_cell_27,grid_cell_28,grid_cell_29,grid_cell_30,grid_cell_31,grid_cell_32,grid_cell_33,grid_cell_34,grid_cell_35,grid_cell_36,grid_cell_37,grid_cell_38,grid_cell_39,grid_cell_40,grid_cell_41,grid_cell_42,grid_cell_43,grid_cell_44,grid_cell_45,grid_cell_46,grid_cell_47,grid_cell_48,grid_cell_49,grid_cell_50,grid_cell_51,grid_cell_52,grid_cell_53,grid_cell_54,grid_cell_55,grid_cell_56,grid_cell_57,grid_cell_58,grid_cell_59,grid_cell_60,grid_cell_61,grid_cell_62,grid_cell_63,violation_count_frantic_eye_movement,violation_count_forbidden_key,violation_count_off_screen,violation_count_duration,num_transitions,pct_non_center_time,violation_rate,session_id,label
0.4802976623409062,0.42639228109122235,0.16341101176019643,0.18106228393169044,2.5768551171254264,4.7764338824712596,0.2648031224550231,0.3625163966049383,0.00029237334438809737,0.005964272532743611,0.01141254984222188,0.002255838379010664,0.0017216881264685419,0.00048539142581627753,0.0004925484312693769,0.0,0.0021811181367512797,0.009305129518379543,0.03062645669412751,0.020273627240413858,0.019853768009315823,0.013320085228052659,0.012458467434499134,0.001801271816448951,0.0012829139523873165,0.033424486594355395,0.0628005398261171,0.0589715833585475,0.053380649521456776,0.06857879930014435,0.030046283304202618,0.003214960009403034,0.00020461021960414602,0.020184289021765712,0.07544565588352341,0.07201015509990731,0.06572883275223654,0.04117568929941607,0.007763941622102679,3.973657853882936e-05,0.0,0.0015921021146063441,0.024322571817682773,0.04013952623580656,0.04495239133721034,0.01762212251939469,0.0009327042666349843,0.0,0.0,1.6718101541023479e-06,0.009175267174260468,0.025527905488952035,0.03132554967079917,0.00406526199703747,2.2313829742771007e-05,0.0,0.0,0.0,0.002105264932238702,0.03217301925280062,0.01612429115422174,0.00022358042903871235,0.0,0.0,0.0,0.0,0.0005101922458709364,0.01499667593019897,0.007445289080085633,4.458620964701055e-05,0.0,0.0,12,7,0,0,359,0.4859211484448143,0.052924791086350974,session_01705ccfc6e84812a9f13609d0f678cb,1
0.5460369598414496,0.5355196387999241,0.1563452964690463,0.20982620090161705,1.8546539843901548,4.878720959010116,0.23495792711257332,0.3712152777777778,0.0,0.0,0.0,0.0,1.5007881663952668e-06,5.7252839654663e-05,1.4621540155771707e-05,0.0,0.0,0.004202994408211885,0.004487178306056533,0.0034606986373972755,0.00986708782249783,0.036752682532543476,0.00798450509028712,0.0005316950709896577,0.0,0.012730457910381014,0.03911673593968032,0.018597365757173186,0.029475880788799997,0.07682923937143306,0.014608226233028241,0.0008070376920124725,0.0,0.005659264145433684,0.036807260700218426,0.04576808050025638,0.05061232751560478,0.05663909159105121,0.026864256771363035,0.002896164538212236,0.0,0.0020869425307496635,0.028181904203591752,0.04247291433982587,0.05168751593287239,0.045874056947808176,0.01649690127363719,0.004681210898896032,0.0,0.004468321868599547,0.014316107474977106,0.032903012292851856,0.0436134984869975,0.036840278039879125,0.003033791270857315,0.0003117181599469298,0.0,0.002392241477945279,0.008827323949672658,0.030349993310348194,0.052144245891986164,0.011215003625963647,5.321111310753911e-05,0.0,0.0,1.1263340892352595e-05,0.0012152966511383137,0.03371519129878089,0.04463664967497089,0.003699799453094961,0.0,0.0,6,6,0,2,256,0.5146806252939954,0.0546875,session_05de184384864e618ef35e1edba28aaf,1
0.5176623334421067,0.5927540700180711,0.1883689098113131,0.24689851613900332,1.9726555679705156,5.263871873601971,0.18068839563312292,0.5321373456790124,1.8849868361837082e-05,0.0006872599626671243,0.0010630877413808977,0.000558605225140625,0.0007127959787519293,9.561386175264828e-05,0.003911796027348332,6.481469731448635e-05,0.00043473605398727057,0.004228296428234545,0.008366807444189234,0.007860775223156029,0.0061269187172818575,0.008546417255033046,0.006817239103250748,0.0002312179044197834,0.0004504670196211925,0.023572257461599532,0.04587618388917931,0.04403598254685425,0.03582282004829894,0.03485965415306362,0.026693937962256716,0.00017469753904734636,0.00028739713980635475,0.019164497421086547,0.03483085303568553,0.033836771017159754,0.025791746615352138,0.025834368370443304,0.015394055913309944,0.00024955120451730954,0.00024273835137101992,0.014032752338285234,0.02792227881536199,0.03342030978384386,0.02579924172847016,0.024434507360444745,0.011798185239157363,0.0005419385886883285,0.00022770913885087889,0.00838662222308252,0.024301798049371957,0.02703964883650406,0.026752807251246114,0.02518391145996558,0.015661443342802516,0.00020800157223886516,0.00021892747835759285,0.0053401365178811664,0.017846010532573498,0.021435643401270247,0.027415457122075784,0.03133507964595698,0.02016654238813953,0.00036842038473497505,0.003564272290890389,0.005188275194744773,0.01908755798941729,0.031983938118786644,0.05242251705079755,0.056915169724935974,0.02307477298335502,0.0010829122668452082,32,3,8,2,1281,0.7572540996470319,0.0351288056206089,session_09d4368e78d348fe9b0622e69d6cdd5d,1
0.5220932474368032,0.5693937399871216,0.16075483387563275,0.25236619818494077,1.7274807622562889,5.096676192836757,0.19797223011044401,0.493056037808642,0.0003868358496628844,0.0011708802072876508,0.001846286579475387,0.001104254749803793,0.0023188156843577524,0.0017364184135392846,0.0005983150609125272,0.0002889339849450324,0.001745430417649914,0.011469280337977554,0.02857469786930035,0.01873542533169231,0.015760038084151558,0.02025882680835811,0.009994498949672822,0.003135189558280113,0.00044367578044957447,0.008912117181924507,0.05203212444893622,0.036363156999912966,0.024097204315096682,0.026342162571763906,0.014611534114578098,0.0028779327211861973,0.0001961765114051199,0.0054633527505209695,0.04385693198370231,0.03887620140988564,0.026568963121956543,0.021313566793074237,0.008010944729509263,0.0003031649366274846,1.688702321454049e-05,0.0017230541799357244,0.02956335293038827,0.03555563669776423,0.03295108363384919,0.02924317049685695,0.009426873164392459,0.00038271660890083867,0.0,0.0001852353606027631,0.014552131307751674,0.035692643391073815,0.03628939276771479,0.032865520852319,0.01311560666905825,8.231957839626718e-05,0.0,2.6010861915994757e-05,0.004877479287837699,0.038757088251108025,0.042476082332141146,0.04350861383102932,0.011641962265760235,2.4678166375332897e-05,0.0,2.090374893499686e-05,0.001422638510332682,0.04215385891732728,0.06659732176471592,0.042965116358719406,0.00448328099427885,6.001789707596067e-06,29,0,4,24,979,0.7212834518235945,0.05822267620020429,session_0cd911a71c2a481bae94fd688d8fc5eb,1
0.48389338955864736,0.4752474739993232,0.1500559160885974,0.2522150228212147,1.3662230905369424,5.0383025196633096,0.23080893116719745,0.43157648533950616,0.0,0.0003543002920524925,0.006108899242218402,0.0055546705745327446,0.0029673158341723873,0.005110675668346351,4.9246676867076125e-06,1.2856665774098007e-05,0.0010681932523647925,0.012059460568973779,0.06756416874826898,0.0723773550909967,0.0431396030350136,0.017875296120268003,0.002852091742750594,0.0010256572559988035,0.005324156729453335,0.005718904958772652,0.048604106227314516,0.060145898861508756,0.043041687508954686,0.027870204670502306,0.008614832810158526,0.0006010195769329616,0.001715557235341464,0.001965520234671578,0.03098803148162764,0.042185596410744604,0.03521380346268487,0.03135773613420415,0.007640392098101481,0.0006580012651799599,0.0015058977163593652,0.0012917337679998245,0.024580237741943997,0.02822411098913986,0.02142497032395252,0.033144602557649144,0.004310975298260857,0.0,0.00013041833279118213,0.0006182624800600206,0.01918481122172863,0.025492850892750326,0.026817678427604824,0.02912445843429449,0.002076922783968486,0.0,0.0,0.00016994699875648857,0.01620361439090331,0.030932783276406365,0.026276713531555366,0.020011131062216674,0.0023637616949366666,0.0,0.0,6.881402314226104e-06,0.015576618833478863,0.04388434411371544,0.023771239599266,0.011326000262386294,0.0018281154399888532,0.0,10,10,0,3,458,0.6816498295783134,0.05021834061135371,session_100db0f6cdf54ef4baa19c7e9282a119,1
0.37163325146858417,0.5178910882782144,0.16151244765974754,0.24490813119956034,1.5114891720078516,4.981202634215572,0.24138685211295383,0.40740113811728396,0.0005425033400034859,0.0003763671571334338,0.0006435729877611901,0.00031822643281909395,0.0004474434639402456,0.0004393795439529858,3.0062737852676095e-05,0.0,0.01223282782686961,0.0240776714552472,0.025626679699959996,0.018673068503097447,0.012053159248151745,0.008083878536212816,0.0026799556737005423,0.00015829433296849995,0.013890858604284516,0.08807603557596083,0.06697996036770698,0.056603916044960643,0.029840959233955914,0.020337636468660374,0.0033129525736299045,0.003913374567862023,0.004184896885780722,0.04895669669415089,0.0441552916123046,0.03436662266625506,0.019644278143559592,0.0025594132553023465,0.0007234071835730983,0.004866513255099707,0.0010256723289819533,0.02631119685977354,0.03973876174775042,0.033163044439860546,0.01760795097514167,0.004670078384910915,0.0018672346775318897,0.0013549883867060742,7.394933854065477e-05,0.016685610632915567,0.027411429220031844,0.030603311958809998,0.017161104324556763,0.00247325006204777,0.0026621345493225016,0.00014734350186704036,0.0,0.008219299650353427,0.030576843980469712,0.03084345299774213,0.025594188070544893,0.0009810223623743545,0.00033693583753996535,0.0,0.00011859930514825357,0.008436317641611249,0.04990528294463157,0.054054148959006225,0.01863868927795383,0.0005422535111570648,0.0,0.0,8,12,1,1,551,0.706536206489875,0.039927404718693285,session_10b60786199e448ea464341e68ef74f1,1
0.46488908556858277,0.4726958678993489,0.16428736795176035,0.2490595214130909,1.4401520227541103,5.164717404405206,0.18833574057155003,0.5048818479938272,0.0003659652694305417,0.0058117635236882995,0.012155358965061312,0.004914126167262328,0.0028498564043480264,0.0031562518357024756,0.0003285084773069379,0.0,0.00317656913685185,0.03293964778129806,0.05253718432780741,0.03083401947708062,0.02650072743647595,0.03422521302422304,0.010533378326612547,9.409326696110112e-05,0.0010169932740989518,0.02706707338124042,0.05677265058476596,0.03975993355255335,0.04409455124769853,0.03881317176368615,0.011564004218326766,6.649896854674942e-05,0.00018514034902058387,0.010701087728696093,0.03645340326170436,0.025300511781627805,0.043485455294453634,0.03131715004356044,0.008454413542089513,5.8921113513711106e-05,1.3924073578076614e-05,0.008466391441980444,0.030008136698337212,0.021586121777145775,0.03261411967625598,0.01761070945345501,0.001719825225705378,3.2906318381680047e-06,0.0,0.006348907461340341,0.02464636237761576,0.029965640538598584,0.031805931094996666,0.015977559470366977,0.0012004224945636882,0.0,0.0,0.002117643811329386,0.01953133843573065,0.03251821186088126,0.026238454677168708,0.01203076624186302,0.0007729224097594048,0.0,0.0,0.0001423715369296517,0.01328302088878048,0.0411367621190586,0.028153188727551404,0.006224897650067666,0.00031434935859756354,3.510634081062666e-05,12,8,0,3,549,0.6812843663023559,0.04189435336976321,session_12d1e33fda9f4429962b4c59c9c6bd4a,1
0.4754585293654874,0.40137557981340405,0.2315857329718493,0.24681593903323149,3.047668099481729,5.295841969653375,0.22780409176660643,0.44276716820987655,0.004455642314387979,0.0047358284769407726,0.008718695247522676,0.00874001266691403,0.018236937370599744,0.008430895720901542,0.006653835993485833,0.0029130454706014254,0.036103621045234444,0.051450554145167894,0.03143639903393593,0.02815776843967551,0.03440881437943254,0.038011989755572226,0.032753137531974334,0.002959587545283356,0.04456212598451212,0.05557310459914704,0.035244158430946,0.03752421732103531,0.03534778637130262,0.056881382207683094,0.02792452656726486,0.0007462964215896043,0.0029913625666402785,0.0156900516171719,0.013702690663415616,0.010731137208190888,0.010535272643904432,0.03503410140684913,0.015158207860065795,0.00020301825354312317,0.00028058837801300677,0.007934073438509803,0.013681401973699993,0.008689764464062982,0.010823632399202292,0.03005197341987861,0.007037707555746704,1.0112845856814457e-05,2.294064607007484e-05,0.0026204480881334515,0.009718387409047234,0.010394741435073159,0.017013412305465977,0.024745315015866683,0.003153283019052228,0.0,0.0,0.0009266756906578133,0.004067705503011373,0.0151011650889047,0.021657880413586666,0.01793600838217019,0.0028815721108396636,0.0,0.0013681071582429102,0.0017523091117746708,0.0019352884164964075,0.009511131528333997,0.03629159931353313,0.022208973053431596,0.002167596574445844,0.0,6,8,0,4,510,0.7888336558350574,0.03529411764705882,session_147ca42112b547ee9cc1b1a63507c519,1
0.4803043984546614,0.6186381055658287,0.15504869549047468,0.22829501346706,1.4585243042681315,4.819745862273261,0.24981504447069935,0.3736328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00710973051146087,0.007006123278132314,0.0030256361019239727,0.0007431319453086201,0.002102455001135848,0.0028883537710183184,0.00030841829783396195,0.0,0.028178448187504482,0.04015596074840515,0.015558609234401189,0.024312198148998546,0.04302651560977423,0.017377380379275813,0.0005960849348037339,0.0,0.011286747315046154,0.0453930839067931,0.02667209185489895,0.04041984057093628,0.04629924892034712,0.013956885904415817,9.4364435339411e-05,0.0,0.0075318228642074075,0.04834087724645484,0.02768430870511298,0.02704195484545719,0.017638087710966692,0.0019519196240793373,0.00016304680197198185,0.0,0.002989557602195166,0.03771746892528055,0.047408137471966205,0.02839463077761912,0.019911994554742216,0.0023847654847389526,0.00039116400048567953,0.0,0.0027560293154084764,0.03674556056258233,0.06187606907619497,0.0507376185407726,0.014526766888902625,0.00017918393070488943,0.0,0.0,0.0005210026515843248,0.015853747018631133,0.07486012645823163,0.08152514516926673,0.014315336168185084,4.236854650299562e-05,0.0,5,10,0,7,346,0.6424235445078713,0.06358381502890173,session_1860988281f14c67bc06d7e91ac4da30,1
0.4143906955422686,0.517903593279304,0.1912527418399647,0.26907005428177955,1.6002174823043207,5.295370587683415,0.17731314468587922,0.5751499807098766,0.001912690475395928,0.0019266967914755991,0.0019394982631613198,0.0009023729648137084,0.000976605647375179,0.00027032903428471914,0.0002061314372675968,3.718371744750227e-05,0.014152022985260393,0.027594630420719773,0.027670305745910843,0.023021160000402673,0.025909504930231187,0.023212421121334408,0.011530535235476137,0.0016763982952403018,0.01810619546047924,0.05446686943458,0.050656715497477474,0.04401395653698234,0.03979992607645515,0.03918635906883601,0.01521789016369,0.0038173909300740815,0.005412200650663532,0.031184202714435155,0.03299164369073325,0.022412959306301328,0.017525389123124555,0.01532680968222467,0.0036604203147227944,0.0005408324539422468,0.0017641379175865825,0.022303247126981167,0.02563709119808062,0.017980947129763405,0.013996709030950788,0.009398111263733541,0.0017684103592203928,0.0002965185466374259,0.0010963132792004145,0.015921685748521867,0.025359152620255163,0.018506235505702125,0.014355435596033748,0.008091156307396073,0.0008183033619042629,9.472296386647882e-05,0.0004448491594268333,0.010806724965810558,0.031527369348298875,0.024226939734079744,0.0194044628546077,0.008117488498690168,0.0015361607490707837,2.0609180422832215e-07,0.0008102578549315034,0.014465306307511009,0.048807826288705926,0.0475850281279643,0.037341433163991924,0.016831121320934322,0.0034483994078189804,0.0,21,1,3,10,1547,0.8694566415398178,0.02262443438914027,session_19f2d53c700f480ebc267c3ea89cbc33,1
